"cliente.idcliente","cliente.nombrecliente","cliente.direccion","cliente.estado","cliente.nacimiento","ctacliente.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"574","JOAQUÍN SÁEZ ORTIZ","CARTILLA MZNA 696","COAHUILA","Thu Mar 21 1985 00:00:00 GMT-0600 (hora estándar central)","C-00573","121","15236.21","Mon Jan 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"577","VALERIANO ALONSO VIDAL","JOSEFA ORTIZ DE DOMINGUEZ NO. 152","JALISCO","Fri May 27 1994 00:00:00 GMT-0600 (hora estándar central)","C-00576","92","142770.65","Wed Apr 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"578","LEOCADIA VIDAL DÍAZ","ANDADOR DEL LLANO NO. 477","YUCATÁN","Fri Feb 09 1962 00:00:00 GMT-0600 (hora estándar central)","C-00577","22","78529.18","Fri Dec 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"595","VENANCIO BLESA FUENTES","AGUILAS MZNA 282","CHIAPAS","Wed Jul 14 1976 00:00:00 GMT-0600 (hora estándar central)","C-00594","121","44198.24","Sat Oct 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"601","NICANOR DÍEZ DELGADO","20 DE NOVIEMBRE MANZANA 328","DURANGO","Sat Feb 11 1967 00:00:00 GMT-0600 (hora estándar central)","C-00600","125","25363.86","Sun Jul 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"611","LEONCIO MONTERO DURÁN","CAOBA NUM. 437","VERACRUZ","Sat Sep 02 1972 00:00:00 GMT-0600 (hora estándar central)","C-00610","187","69568.33","Mon Aug 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"619","ISABEL GIMÉNEZ GALLARDO","ALAMOS NO. 782","CAMPECHE","Fri Jun 08 1984 00:00:00 GMT-0600 (hora estándar central)","C-00618","22","126113.1","Sun Mar 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"630","EVA CALVO GALLEGO","MANUEL GANDA NO. 206","TABASCO","Thu Dec 01 1983 00:00:00 GMT-0600 (hora estándar central)","C-00629","153","146314.47","Tue Sep 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"631","OSWALDO CABRERA VEGA","BOULEVARD MALINTZI MZNA 21","OAXACA","Sun Mar 19 1995 00:00:00 GMT-0600 (hora estándar central)","C-00630","169","98191.92","Thu Nov 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"638","ROGELIO HERRERO GIMÉNEZ","ARRECIFE MANZANA 763","MICHOACÁN","Thu Jan 24 1991 00:00:00 GMT-0600 (hora estándar central)","C-00637","65","8742.72","Thu Jul 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"640","NARCISO ROMERO BLESA","AV SANTA MARIA NO. 133","CHIHUAHUA","Sun Mar 05 1995 00:00:00 GMT-0600 (hora estándar central)","C-00639","165","57215.12","Wed May 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"641","MÍRIAM REYES PASCUAL","CERRADA DE LA ROMERIA NUM. 490","GUERRERO","Wed Jun 06 1984 00:00:00 GMT-0600 (hora estándar central)","C-00640","64","57306.4","Wed Oct 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"643","LORENA MARTÍN PRIETO","CDA.DE LA SOLEDAD MANZANA 685","CAMPECHE","Tue Nov 27 1984 00:00:00 GMT-0600 (hora estándar central)","C-00642","70","118973.44","Thu May 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"646","ATANASIO GIL LORENZO","PRIVADA EXHACIENDA DE LA ESCALERA MANZANA 203","CAMPECHE","Thu Feb 03 1983 00:00:00 GMT-0600 (hora estándar central)","C-00645","20","20704.46","Thu Nov 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"651","ROSA FUENTES ALONSO","ESMERALDA NO. 769","BAJA CALIFORNIA","Tue Mar 09 1971 00:00:00 GMT-0600 (hora estándar central)","C-00650","148","145159.42","Thu Jan 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"654","ADRIÁN VÁZQUEZ FUENTES","MORELOS MANZANA 93","MICHOACÁN","Thu Jul 20 1972 00:00:00 GMT-0600 (hora estándar central)","C-00653","68","10420.84","Wed Oct 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"657","MAGDALENA LOZANO SOLER","ADELAIDA MZNA 242","MICHOACÁN","Sun Jul 06 1986 00:00:00 GMT-0600 (hora estándar central)","C-00656","4","29803.96","Tue Jan 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"659","MARC GALLEGO PÉREZ","FRESA NO. 134","HIDALGO","Mon Apr 21 1969 00:00:00 GMT-0600 (hora de verano central)","C-00658","187","64733.09","Thu Jun 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"665","BALDOMERO AGUILAR MORALES","LAGO BOLSENA NO. 354","SINALOA","Wed Aug 03 1960 00:00:00 GMT-0600 (hora de verano central)","C-00664","142","95428.58","Sun Dec 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"675","MÍRIAM RAMÍREZ IGLESIAS","AILE NUM. 639","BAJA CALIFORNIA","Tue Feb 16 1965 00:00:00 GMT-0600 (hora estándar central)","C-00674","51","47952.94","Mon Mar 31 2014 00:00:00 GMT-0600 (hora estándar central)"
"686","ALBINA CABALLERO NÚÑEZ","BUENA VISTA NUM. 674","ZACATECAS","Tue Jun 25 1963 00:00:00 GMT-0600 (hora de verano central)","C-00685","153","118867.87","Sat Dec 22 2012 00:00:00 GMT-0600 (hora estándar central)"
"687","JUSTINO NIETO CAMPOS","CERRADA CABRERA NUM. 332","TABASCO","Mon Mar 27 1972 00:00:00 GMT-0600 (hora estándar central)","C-00686","65","12864.2","Sun Jan 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"692","PATRICIA CASTRO CRESPO","CALLEJON PACHECO MANZANA 739","MICHOACÁN","Thu May 11 1978 00:00:00 GMT-0600 (hora estándar central)","C-00691","65","148872.02","Wed Dec 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"694","LIDUVINA SANTOS MOLINA","CERRO CHURINTZIO MZNA 532","SONORA","Thu Jul 11 1957 00:00:00 GMT-0600 (hora de verano central)","C-00693","142","57794.14","Sat Jun 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"695","ALEJANDRO SOTO SOLER","MANUEL DOBLADO NO. 244","SINALOA","Mon Nov 21 1988 00:00:00 GMT-0600 (hora estándar central)","C-00694","25","114883.43","Fri Oct 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"697","AARÓN SANTOS FERRER","ALCANFORES NO. 797","MICHOACÁN","Sat Sep 22 1962 00:00:00 GMT-0600 (hora de verano central)","C-00696","68","81900.68","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"702","FELICIANO MEDINA FERRER","CALLE GRANADAS NÚMERO 132","CDMX","Thu Jun 25 1964 00:00:00 GMT-0600 (hora de verano central)","C-00701","26","78627.86","Wed Sep 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"704","BALDOMERO GARCÍA ROMERO","CALLE GARDENIA NUM. 419","TLAXCALA","Sat Jun 26 1976 00:00:00 GMT-0600 (hora estándar central)","C-00703","153","114405.87","Wed Oct 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"709","SUSANA BLESA TORRES","ADRIAN BROWER NO. 53","DURANGO","Sun Aug 28 1988 00:00:00 GMT-0600 (hora estándar central)","C-00708","66","122544.24","Sat Apr 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"714","AMADEO GÓMEZ HERRERA","ANDADOR CUAHUTEMOC NO. 634","BAJA CALIFORNIA","Sat May 11 1974 00:00:00 GMT-0600 (hora estándar central)","C-00713","101","54823.96","Tue Jan 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"720","ONÉSIMO RAMÍREZ PEÑA","BELLACO NO. 523","GUANAJUATO","Fri Mar 18 1977 00:00:00 GMT-0600 (hora estándar central)","C-00719","146","140666.74","Sun Apr 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"725","ORIOL HERNÁNDEZ SÁEZ","CIRCUITO PLAZA DE LA PAJA NO. 474","GUANAJUATO","Thu Feb 16 1961 00:00:00 GMT-0600 (hora estándar central)","C-00724","70","101402.54","Wed Jan 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"732","GERARDO DOMÍNGUEZ PEÑA","CALZADA BENITO JUAREZ NÚMERO 139","BAJA CALIFORNIA","Sat Jul 28 1984 00:00:00 GMT-0600 (hora estándar central)","C-00731","74","56328.23","Sun May 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"735","MARINA BLESA VIDAL","CERRADA DE CUAUHTEMOC MZNA 377","TABASCO","Tue Apr 05 1955 00:00:00 GMT-0600 (hora de verano central)","C-00734","22","144260.99","Fri Aug 31 2012 00:00:00 GMT-0500 (hora de verano central)"
"746","TEÓFANES MUÑOZ VÁZQUEZ","YUCATAN NO. 641","PUEBLA","Mon Jul 01 1963 00:00:00 GMT-0600 (hora de verano central)","C-00745","169","136705.34","Tue Oct 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"749","GERARDO SÁEZ CRESPO","GALEANA NÚMERO 76","NUEVO LEÓN","Wed Sep 13 1961 00:00:00 GMT-0600 (hora de verano central)","C-00748","26","147314.81","Fri Feb 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"751","ADALBERTO MÁRQUEZ BLESA","AV. LA HUERTA MANZANA 113","ZACATECAS","Fri Apr 09 1965 00:00:00 GMT-0600 (hora de verano central)","C-00750","154","53871.73","Thu Apr 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"759","DAMIÁN VEGA GUERRERO","ATLETAS NUM. 551","JALISCO","Fri Jan 01 1954 00:00:00 GMT-0600 (hora estándar central)","C-00758","20","118115.22","Mon Mar 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"760","RODRIGO GARCÍA MOLINA","DECORADO NO. 386","DURANGO","Wed Mar 15 1967 00:00:00 GMT-0600 (hora estándar central)","C-00759","26","7593.52","Thu Aug 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"761","ISABEL DÍAZ MARTÍN","MONROVIA NÚMERO 616","PUEBLA","Wed Jan 09 1963 00:00:00 GMT-0600 (hora estándar central)","C-00760","20","61808.75","Fri Sep 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"770","CLOTILDE LORENZO CANO","RICARDO FLORES MAGON NO. 177","MICHOACÁN","Sun Sep 22 1968 00:00:00 GMT-0600 (hora de verano central)","C-00769","23","29977.65","Mon Jul 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"782","EULALIA RAMOS BENÍTEZ","ROA BARCENAS NO. 12","GUERRERO","Sun Sep 15 1974 00:00:00 GMT-0600 (hora estándar central)","C-00781","22","78672.9","Mon Dec 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"789","GISELA CANO MARTÍN","TABASCO MANZANA 493","NAYARIT","Mon Sep 13 1993 00:00:00 GMT-0600 (hora estándar central)","C-00788","153","141841.31","Sun Sep 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"794","SERGIO VICENTE CRESPO","ALCANFORES NUM. 95","QUERÉTARO","Mon Oct 21 1974 00:00:00 GMT-0600 (hora estándar central)","C-00793","152","33500.97","Fri Jun 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"811","ANASTASIA GUERRERO SANTIAGO","PROVIDENCIA MZNA 255","GUANAJUATO","Sat Sep 04 1982 00:00:00 GMT-0600 (hora estándar central)","C-00810","125","93250.49","Thu Dec 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"816","GERTRUDIS GARCÍA CASTRO","ONCE MARTIRES NÚMERO 71","GUANAJUATO","Fri Jan 23 1959 00:00:00 GMT-0600 (hora estándar central)","C-00815","70","69939.05","Fri Sep 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"826","SOFÍA HERNÁNDEZ LOZANO","INDUSTRIA MANUFACTURERA NUM. 797","QUERÉTARO","Thu Jun 24 1993 00:00:00 GMT-0600 (hora estándar central)","C-00825","4","144585.82","Mon Nov 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"828","SERGIO SOTO FERRER","RODOLFO FIERRO MANZANA 273","AGUASCALIENTES","Thu Oct 21 1954 00:00:00 GMT-0600 (hora de verano central)","C-00827","153","78613.08","Mon Oct 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"834","BEATRIZ CARRASCO LEÓN","CALLE 5 DE MAYO NUM. 675","QUINTANA ROO","Tue Aug 13 1985 00:00:00 GMT-0600 (hora estándar central)","C-00833","121","128658.15","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"835","ALIPIO ROMERO CABALLERO","HALCON MANZANA 21","BAJA CALIFORNIA","Fri Nov 14 1958 00:00:00 GMT-0600 (hora estándar central)","C-00834","16","148331.33","Sun Jul 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"838","ADALBERTO FERNÁNDEZ VEGA","JOSE SAAVEDRA DEL RAZO MZNA 292","TLAXCALA","Sat Sep 16 1995 00:00:00 GMT-0600 (hora estándar central)","C-00837","85","114344.11","Sun Apr 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"840","PURIFICACIÓN TORRES SERRANO","JOAQUIN GARCIA LUNA NUM. 711","JALISCO","Thu Dec 14 1995 00:00:00 GMT-0600 (hora estándar central)","C-00839","52","53365.13","Thu Dec 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"841","ÁNGELA PEÑA GIMÉNEZ","CALLE UNO NÚMERO 248","TABASCO","Sat Jun 14 1980 00:00:00 GMT-0600 (hora estándar central)","C-00840","68","130182.74","Sat Jun 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"844","VALENTÍN SUÁREZ GIL","OCOTAL NO. 224","GUANAJUATO","Sun Jan 23 1977 00:00:00 GMT-0600 (hora estándar central)","C-00843","154","32077.07","Sat Jun 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"846","JEREMÍAS MÉNDEZ PARRA","PONIENTE 22 MANZANA 283","DURANGO","Fri Jun 13 1980 00:00:00 GMT-0600 (hora estándar central)","C-00845","73","145321.71","Sat Nov 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"847","HERACLIO MARÍN MONTERO","UN HAB FUENTES BROTANTES MANZANA 87","ESTADO DE MÉXICO","Fri Apr 26 1968 00:00:00 GMT-0600 (hora de verano central)","C-00846","148","137946.71","Thu Mar 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"849","FABIO VICENTE LEÓN","CALLE 5 DE FEBRERO MZNA 341","ZACATECAS","Fri Apr 01 1960 00:00:00 GMT-0600 (hora estándar central)","C-00848","119","78088.39","Wed Nov 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"854","SONIA MOLINA VICENTE","JUAN SANCHEZ AZCONA NÚMERO 687","TAMAULIPAS","Fri May 22 1959 00:00:00 GMT-0600 (hora de verano central)","C-00853","4","97434.99","Tue May 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"862","ESTHER DURÁN SÁEZ","DR ARCE NO. 668","CAMPECHE","Thu Dec 26 1991 00:00:00 GMT-0600 (hora estándar central)","C-00861","152","90641.7","Tue May 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"869","VELERIO BRAVO CRUZ","MARINA NACIONAL NUM. 70","HIDALGO","Sat May 21 1988 00:00:00 GMT-0600 (hora estándar central)","C-00868","119","91477.47","Tue Jan 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"873","FRANCESC CRUZ CASTRO","PROVIDENCIA MZNA 775","TABASCO","Wed Nov 20 1991 00:00:00 GMT-0600 (hora estándar central)","C-00872","169","72016.66","Sat Mar 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"878","HONORIO ORTEGA CARMONA","EL ROSARIO NUM. 2","AGUASCALIENTES","Tue Sep 12 1989 00:00:00 GMT-0600 (hora estándar central)","C-00877","165","88815.16","Mon Jul 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"892","GENOVEVA ROMERO IGLESIAS","LOMA DE GUADALUPE NUM. 722","QUERÉTARO","Sun Dec 06 1959 00:00:00 GMT-0600 (hora estándar central)","C-00891","65","129814.09","Fri Feb 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"893","ERNESTO HERRERO SÁEZ","MONTE DE PIEDAD MANZANA 513","SONORA","Sun Jan 10 1993 00:00:00 GMT-0600 (hora estándar central)","C-00892","52","93715.95","Tue Aug 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"894","JACOB CAMPOS GIMÉNEZ","NIÑOS HEROES NÚMERO 591","JALISCO","Sun Oct 07 1973 00:00:00 GMT-0600 (hora estándar central)","C-00893","73","18098.78","Sun Nov 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"895","ANSELMO SERRANO HERRERO","AV. SAN LORENZO TEZONCO NO. 585","SAN LUIS POTOSÍ","Fri Dec 19 1969 00:00:00 GMT-0600 (hora estándar central)","C-00894","101","117281.22","Sun Nov 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"905","FRANCESC HIDALGO DURÁN","NUEVA TEOTIHUACAN MZNA 52","QUERÉTARO","Mon Jun 04 1973 00:00:00 GMT-0600 (hora estándar central)","C-00904","65","141288.07","Tue Jul 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"906","CLAUDIO HERRERA CANO","SANTA MARIA NO. 124","CHIHUAHUA","Tue Jun 15 1954 00:00:00 GMT-0600 (hora de verano central)","C-00905","141","102749.34","Mon Apr 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"922","ESTER SANTOS BLANCO","AILE NÚMERO 83","OAXACA","Fri Jul 03 1992 00:00:00 GMT-0600 (hora estándar central)","C-00921","70","69066.7","Wed Feb 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"925","LORENZO MARTÍN HIDALGO","RETORNO 9 DE TRONCOSO NUM. 71","BAJA CALIFORNIA","Thu Nov 03 1966 00:00:00 GMT-0600 (hora estándar central)","C-00924","146","90179.59","Fri Jun 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"932","JORDI GARCÍA HERNÁNDEZ","AV MEXICO MZNA 361","CAMPECHE","Wed Mar 13 1957 00:00:00 GMT-0600 (hora estándar central)","C-00931","74","124876.63","Sat Apr 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"941","JORGE HERRERA TORRES","IZTACCIHUATL NÚMERO 211","GUERRERO","Mon Oct 10 1966 00:00:00 GMT-0600 (hora de verano central)","C-00940","169","46203.37","Mon Jun 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"942","TEÓFANES SANTIAGO IGLESIAS","TEKIT MANZANA 173","DURANGO","Sat Oct 05 1963 00:00:00 GMT-0600 (hora de verano central)","C-00941","119","110679.4","Tue Nov 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"946","CARLOS GALLEGO FERRER","JUAN SANCHEZ AZCONA NO. 393","HIDALGO","Sun Jan 10 1971 00:00:00 GMT-0600 (hora estándar central)","C-00945","142","63647.75","Wed Mar 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"947","DOLORES ROMÁN MONTORO","ROSA DE SIRIA MZNA 356","DURANGO","Wed Sep 12 1956 00:00:00 GMT-0600 (hora de verano central)","C-00946","119","64492.32","Wed Jul 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"950","CRISTINA BRAVO GIL","TEPETONGO NO. 623","VERACRUZ","Sat Dec 27 1969 00:00:00 GMT-0600 (hora estándar central)","C-00949","51","143213.91","Fri Feb 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"955","TITO CANO VARGAS","NUEVA TEOTIHUACAN NUM. 496","VERACRUZ","Mon Feb 04 1985 00:00:00 GMT-0600 (hora estándar central)","C-00954","92","99762.44","Mon Jan 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"963","ONÉSIMO GALLARDO LEÓN","2DA CERRADA DE LOMA LINDA NO. 37","YUCATÁN","Wed Nov 20 1991 00:00:00 GMT-0600 (hora estándar central)","C-00962","22","56112.37","Mon Jun 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"971","BLAS VÁZQUEZ IGLESIAS","CONFITERAS NO. 419","OAXACA","Mon Mar 03 1958 00:00:00 GMT-0600 (hora estándar central)","C-00970","37","45636.48","Sat Nov 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"985","GUIDO DÍEZ HERRERA","VALLE PASSOS MZNA 695","AGUASCALIENTES","Sat Dec 16 1972 00:00:00 GMT-0600 (hora estándar central)","C-00984","101","62809.63","Wed Jan 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"998","GONZALO PARRA PASTOR","CDA. MANZANO NUM. 396","NUEVO LEÓN","Wed May 14 1958 00:00:00 GMT-0600 (hora de verano central)","C-00997","74","73771","Fri Jun 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"1004","EZEQUIEL PASTOR ARIAS","FERRARA NÚMERO 225","BAJA CALIFORNIA","Sat Nov 16 1991 00:00:00 GMT-0600 (hora estándar central)","C-01003","148","142808.22","Wed May 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"1008","TITO GUERRERO GALLEGO","BERNAL DIAZ DEL CASTILLO NUM. 601","JALISCO","Sun Feb 10 1957 00:00:00 GMT-0600 (hora estándar central)","C-01007","187","16713.57","Mon May 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"1018","ODÓN CRUZ CAMBIL","CAMPESINOS NÚMERO 510","MICHOACÁN","Tue Sep 15 1959 00:00:00 GMT-0600 (hora de verano central)","C-01017","152","18275.95","Thu Dec 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"1026","IRENEO CARMONA GIMÉNEZ","AVENIDA PAPANTLA NUM. 501","VERACRUZ","Tue Oct 08 1991 00:00:00 GMT-0600 (hora estándar central)","C-01025","146","100675.9","Wed Feb 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"1034","MAGDALENA SERRANO FERRER","FRACCIONAMIENTO LAS ARBOLEDAS MZNA 85","DURANGO","Thu Jan 08 1970 00:00:00 GMT-0600 (hora estándar central)","C-01033","64","47660.06","Sat Feb 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"1035","ANTONIO CASTRO GALLARDO","PATRICIO SANZ NUM. 368","GUANAJUATO","Tue Jul 21 1959 00:00:00 GMT-0600 (hora de verano central)","C-01034","126","114603.56","Sat Apr 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"1037","RAMÓN MÁRQUEZ GONZÁLEZ","HERNAN DE SOTO NO. 798","SINALOA","Mon Jul 26 1971 00:00:00 GMT-0600 (hora estándar central)","C-01036","146","14337.73","Thu Aug 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"1048","BERNARDA LÓPEZ CAMBIL","LABORISTAS MZNA 737","OAXACA","Mon Oct 24 1966 00:00:00 GMT-0600 (hora de verano central)","C-01047","153","143929.5","Wed Jun 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"1056","PILAR CASTILLO MONTORO","ADOLFO PRIETO NO. 710","CDMX","Fri Sep 25 1970 00:00:00 GMT-0600 (hora estándar central)","C-01055","52","71257.87","Sun Dec 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"1066","PAULA ORTEGA GUTIÉRREZ","EMILIO CARRANZA NUM. 152","TAMAULIPAS","Tue Apr 15 1958 00:00:00 GMT-0600 (hora de verano central)","C-01065","51","70744.41","Sun Apr 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"1073","ARTURO RUBIO CAMBIL","TABASCO MZNA 694","QUERÉTARO","Tue Mar 17 1992 00:00:00 GMT-0600 (hora estándar central)","C-01072","142","1306.45","Tue Nov 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"1081","DIEGO HERRERA MÁRQUEZ","CALLE CUAUHTEMOC MANZANA 711","NAYARIT","Sat Jan 16 1954 00:00:00 GMT-0600 (hora estándar central)","C-01080","119","69865.98","Fri Jun 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"1082","ALONSO CAMBIL VIDAL","LIBERTAD MZNA 251","NAYARIT","Thu Aug 13 1987 00:00:00 GMT-0600 (hora estándar central)","C-01081","126","54908.73","Mon Jun 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"1094","ANSELMO MORENO SUÁREZ","16 DE SEPTIEMBRE NÚMERO 454","QUERÉTARO","Mon Jul 05 1971 00:00:00 GMT-0600 (hora estándar central)","C-01093","51","2405.24","Mon Aug 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"1099","IVÁN FERNÁNDEZ ESTEBAN","CARRETERA COSTERA NUM. 361","SONORA","Wed Sep 06 1995 00:00:00 GMT-0600 (hora estándar central)","C-01098","51","88259.11","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"1127","HOMERO SOTO CALVO","CERRO DOS CONEJOS NÚMERO 466","NUEVO LEÓN","Mon Oct 14 1957 00:00:00 GMT-0600 (hora de verano central)","C-01126","37","101938.76","Fri Jan 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"1128","ALBERTO MORA SERRANO","PRL. MOCTEZUMA NÚMERO 252","ESTADO DE MÉXICO","Thu Mar 14 1974 00:00:00 GMT-0600 (hora estándar central)","C-01127","52","134990.31","Wed Aug 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"1137","FERNANDO HIDALGO PARRA","AV. ERMITA NUM. 161","OAXACA","Tue Nov 05 1963 00:00:00 GMT-0600 (hora estándar central)","C-01136","148","30281.51","Wed Aug 20 2014 00:00:00 GMT-0500 (hora de verano central)"
