"cuenta.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"C-01600","154","33716.34","Sat Nov 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01610","169","146665.46","Thu Sep 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01627","148","40145.96","Sat Sep 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01640","73","55580.3","Wed Oct 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01657","64","129000.54","Thu Nov 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01664","74","17292.96","Tue May 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01665","187","30345.2","Wed Sep 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01667","68","60155.15","Thu Jun 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01680","153","115670.39","Sun Jul 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01681","64","16667.38","Thu Jan 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01685","119","119969.02","Wed Aug 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01688","64","89858.5","Mon Feb 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01692","85","45576.82","Fri Jun 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01696","34","106015.69","Tue Mar 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01706","85","112140.94","Wed Jul 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01715","23","136103.21","Sat Dec 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01717","125","40157.81","Mon Jan 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01734","37","12551.03","Mon Jun 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01745","16","53047.78","Sun Mar 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01756","37","38698.23","Thu Apr 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01757","89","8153.99","Wed Dec 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01758","152","10183.64","Tue Mar 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01759","101","5355.09","Mon Dec 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01760","70","40541.46","Thu Apr 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01771","101","146871.02","Fri Jan 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01773","64","1773.5","Tue Jun 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01785","152","103438.9","Tue Dec 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01786","85","150317.79","Sat Feb 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01792","154","84444.62","Sat Jan 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01798","16","108775.97","Tue Jul 31 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01804","52","20157.03","Tue Dec 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01805","68","69123.2","Tue May 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01824","169","79565.3","Fri Nov 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01827","141","84419.21","Sat Apr 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01829","64","42672.45","Tue May 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01834","37","35704.65","Wed Apr 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01835","154","15065.54","Wed Aug 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01837","89","3105.73","Sun May 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01839","34","138393.14","Mon Dec 31 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01845","85","136944.97","Sat Mar 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01849","25","106918.74","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01855","20","83184.15","Tue Mar 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01856","68","9070.68","Sat Sep 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01858","66","136113.62","Sat Dec 22 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01863","146","146856.93","Thu Jul 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01864","37","97914.35","Tue Apr 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01873","37","62044.49","Sat Apr 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01874","20","1581.23","Fri Feb 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01876","154","54134.39","Sat Sep 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01882","152","90402.46","Sun Feb 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01887","25","40991.25","Mon Aug 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01897","66","3013.57","Thu Aug 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01901","66","126086.37","Tue Oct 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01903","146","34941.19","Thu Feb 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01907","153","14647.55","Sun Jul 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01908","34","3061.96","Tue May 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01910","70","126074.88","Tue May 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01912","142","32670.73","Thu Feb 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01913","52","28777.06","Tue Jun 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01914","154","102575.21","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01915","74","86678.02","Mon Apr 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01918","85","37119.47","Wed Jan 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01919","16","121196.7","Sun Sep 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01920","154","19013.58","Sat Oct 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01929","34","59731.02","Sun May 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01930","64","100697.06","Wed Aug 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01931","37","112327.83","Tue Jun 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01935","70","75500.65","Tue Dec 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01937","92","13484.94","Wed Dec 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01943","169","115913.92","Tue Feb 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01947","73","38141.97","Sat Feb 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01949","141","43827.9","Tue May 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01951","187","141563.68","Wed Mar 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-01956","165","93841.53","Tue Jan 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01958","142","49556.38","Fri Mar 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01960","20","65679.19","Mon Jun 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-01962","68","46555.08","Mon Jul 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01965","169","1304.86","Thu Dec 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01966","125","4274.47","Fri Oct 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01973","146","122978.56","Tue Mar 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-01977","153","131784.07","Sun May 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01984","66","55672.84","Tue Jun 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-01989","4","27138.72","Tue Feb 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-01990","26","7878.75","Sat Sep 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-01997","187","32827.28","Fri Dec 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02011","22","30611.45","Sat Feb 11 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02021","34","127230.72","Sun Jan 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02027","119","61121.07","Tue Jan 31 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02028","64","64193.69","Mon Jun 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02048","89","68797.6","Fri Oct 31 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02050","148","105497.59","Wed Sep 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02056","89","114308.55","Sun Dec 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02062","26","116749.12","Thu May 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02066","92","98256.11","Mon Mar 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02069","119","54878.55","Sat May 31 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02071","141","42133.48","Sat Jan 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02072","121","119892.88","Tue Aug 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02085","152","22963.14","Tue Nov 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02093","51","68654.9","Sat Aug 31 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02098","4","13959.78","Fri Feb 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02099","121","102432.98","Sat Jan 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02105","85","110791.88","Wed May 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02109","165","17561.34","Sat Mar 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02114","70","88064.14","Wed Oct 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02118","34","89478.16","Thu Jun 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02124","92","133988.23","Thu May 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02126","154","68100.21","Wed Aug 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02130","169","61182.19","Thu Feb 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02137","65","102356.98","Sat Jan 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02140","23","27045.31","Tue Aug 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02143","89","115596.55","Sun May 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02149","64","72862.33","Mon Jan 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02150","66","100644.88","Wed Jun 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02181","141","81792.1","Fri Aug 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02188","126","78816.79","Thu Oct 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02193","25","142499.05","Fri Aug 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02195","119","132203.89","Tue Jul 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02197","92","141150.95","Mon Jun 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02204","85","115145.3","Mon Oct 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02209","66","139893.38","Thu Apr 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02210","4","45289.48","Fri Nov 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02216","187","115437.71","Sat Jan 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02227","121","54905.39","Wed Jun 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02228","165","26889.73","Wed Jan 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02232","64","79030.48","Mon Aug 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02240","65","39700.36","Sun Jan 08 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02241","121","6841.42","Mon Jun 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02248","154","57884.77","Fri Jul 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02252","121","84496.75","Tue Apr 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02255","64","103872.78","Sat Oct 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02258","165","63468.67","Thu Oct 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02259","23","1027.71","Mon Jul 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02266","20","117219.91","Fri Jul 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02272","152","81238.18","Mon Aug 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02273","126","80416.35","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02279","125","111937.43","Sun Jul 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02280","70","149827.15","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02281","64","58689.64","Fri Jun 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02286","153","26902.15","Wed Nov 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02287","65","107528.64","Thu Nov 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02289","125","64870.3","Mon Apr 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02290","125","57469.94","Sun Mar 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02291","169","106567.87","Wed Aug 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02300","187","78748.53","Fri Jan 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02309","22","114607.9","Wed Jul 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02310","74","65733.74","Thu Oct 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02316","25","21190.44","Mon Mar 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02327","22","17927.02","Mon Feb 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02328","65","149927.35","Thu Oct 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02341","20","96289.42","Thu Jun 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02356","101","73795.36","Tue Oct 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02362","101","132918.78","Tue Mar 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02372","65","93039.68","Thu Aug 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02379","92","71624.96","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02388","4","48470.01","Mon Aug 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02389","66","62498.9","Mon Jun 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02391","22","6970.52","Mon Sep 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02393","92","125781.18","Mon Sep 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02398","154","28476.59","Tue May 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02404","148","73094.5","Thu Jan 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02407","154","134940.7","Fri May 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02417","23","35198.09","Wed Mar 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02419","70","105790.04","Sat Dec 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02427","142","48750.13","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02428","125","19210.58","Fri Oct 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02433","22","39552.51","Thu Nov 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02435","101","1841.25","Mon Sep 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02438","65","15655.01","Fri May 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02450","187","108318.2","Thu Oct 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02452","146","45938.35","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02468","125","5807.51","Wed Oct 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02475","66","139601.38","Sat Aug 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02477","92","1906.19","Fri Nov 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02479","25","105396.77","Wed May 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02483","153","136260.17","Tue Nov 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02484","119","8811.39","Fri Aug 31 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02490","20","69732.37","Thu May 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02500","146","1605.96","Sat Mar 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02505","26","81993.72","Fri Oct 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02513","142","65749.39","Sat Sep 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02522","85","75311.18","Tue Apr 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02529","25","59573.77","Wed Oct 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02531","142","98656.49","Sun Oct 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02544","142","21198.11","Thu Jul 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02545","74","50893.16","Wed Jun 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02546","154","122455.86","Fri Oct 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02547","121","111961.4","Sat May 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02554","66","122658.61","Thu May 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02564","26","51058.31","Tue Nov 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02570","165","39068.83","Sat Jun 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02571","148","104533.08","Tue Feb 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02573","52","82571","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02574","68","89608.22","Thu Dec 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02575","4","82106.14","Thu Sep 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02583","148","32907.76","Mon Nov 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02592","169","17200.29","Wed May 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02593","152","44007.72","Thu Jan 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-02595","101","111026.57","Mon Aug 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02606","126","7088.25","Wed Dec 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02611","126","28426.08","Wed Jun 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02621","20","115630.87","Sun Jun 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02625","152","17312.46","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02627","126","76635.32","Thu Aug 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02638","101","21387.21","Tue May 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02643","68","148455.47","Thu Aug 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02650","4","71027.41","Wed Sep 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02657","25","56502.56","Sun May 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02665","52","36668.55","Sun Jan 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02676","141","94016.59","Tue Mar 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02680","26","28410.83","Wed Apr 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-02686","74","12910.35","Tue Dec 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02691","101","78366.59","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02693","92","10529.31","Sat Jan 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-02696","142","72084.24","Wed Aug 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-02707","68","43521.67","Tue Aug 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-02708","68","125362.34","Thu Jul 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-02712","25","84115.94","Sun Oct 19 2014 00:00:00 GMT-0500 (hora de verano central)"
